mountain_no,mountain_name,category,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_match_status,top_candidate_generation_strategy,top_source_gpx_basename,top_track_name,top_candidate_lat,top_candidate_lon,top_candidate_ele_m,mountain_csv_lat,mountain_csv_lon,mountain_elevation_m,grounding_status,grounding_distance_m,grounding_municipality,candidate_municipality,municipality_compatibility,name_evidence_tier,elevation_diff_m,csv_coordinate_distance_m,activity_link_summary,needs_human_review,review_reason_codes,notes
199,遠見山,v3_conflict_case,1,summit-candidate:e55456349660bd14,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2026-01-31_10_49.gpx,遠見山,NaN,NaN,,,,130,,NaN,伊方町,宇和島市,compatible,strong,,,,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
200,石神山,v3_conflict_case,2,summit-candidate:47129c06b82cf694,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-21_12_43.gpx,石神山・金比羅山,NaN,NaN,,,,303,,NaN,伊方町,伊方町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
201,金比羅山,v3_conflict_case,2,summit-candidate:47129c06b82cf694,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-21_12_43.gpx,石神山・金比羅山,NaN,NaN,,,,203,,,,伊方町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
203,谷田山,v3_conflict_case,1,summit-candidate:ab7edbc3a52d24bf,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-28_12_19.gpx,谷田山・金毘羅山,NaN,NaN,,,,78,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
204,金毘羅山,v3_conflict_case,1,summit-candidate:ab7edbc3a52d24bf,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-28_12_19.gpx,谷田山・金毘羅山,NaN,NaN,,,,41,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
206,古城山,v3_conflict_case,1,summit-candidate:1432f597b5dca157,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-28_14_27.gpx,古城山・尾崎山,NaN,NaN,,,,202,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
207,尾崎山,v3_conflict_case,1,summit-candidate:1432f597b5dca157,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-01-28_14_27.gpx,古城山・尾崎山,NaN,NaN,,,,260,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
208,宝ヶ峯,v3_conflict_case,4,summit-candidate:079ae30d76fb11c2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,NaN,NaN,,,,284,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
209,淡路ヶ峠,v3_conflict_case,4,summit-candidate:079ae30d76fb11c2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-03-13_09_49.gpx,倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯,NaN,NaN,,,,273,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
210,福見山,v3_conflict_case,9,summit-candidate:0ff024bf702c13bb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,NaN,NaN,,,,1051,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
211,明神ヶ森,v3_conflict_case,4,summit-candidate:0ff024bf702c13bb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,NaN,NaN,,,,1217,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
212,南三方ヶ森,v3_conflict_case,4,summit-candidate:0ff024bf702c13bb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,NaN,NaN,,,,1156,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
213,魚谷森,v3_conflict_case,4,summit-candidate:0ff024bf702c13bb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,NaN,NaN,,,,1005,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
214,左谷ノ森,v3_conflict_case,6,summit-candidate:0ff024bf702c13bb,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-11_06_08.gpx,福見山・明神ヶ森・南三方ヶ森・魚谷森・左谷ノ森,NaN,NaN,,,,932,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
217,皿ヶ嶺,v3_conflict_case,2,summit-candidate:b06e13a9483478e5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-04-15_11_52.gpx,皿ヶ嶺・引地山,NaN,NaN,,,,1278,,NaN,東温市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
218,えんとつ山,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,127,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
219,生子山,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,301,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
220,犬返,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,576,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
221,種子川山,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,539,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
222,西赤石山,v3_conflict_case,8,summit-candidate:2b7cce23b57844a5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,NaN,NaN,,,,1626,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
223,物住頭,v3_conflict_case,8,summit-candidate:2b7cce23b57844a5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,NaN,NaN,,,,1635,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
224,上兜山,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,1559,,NaN,新居浜市,新居浜市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
225,下兜山,v3_conflict_case,4,summit-candidate:339138a4e53293da,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-03-29_05_31.gpx,えんとつ山・生子山・犬返・種子川山・西赤石山・物住頭・上兜山・下兜山,NaN,NaN,,,,1234,,,,新居浜市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
226,黒森山,v3_conflict_case,3,summit-candidate:40e090ce41a89b55,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-06-08_08_42.gpx,沓掛山・黒森山,NaN,NaN,,,,1154,,NaN,松山市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
227,菊ヶ森,v3_conflict_case,4,summit-candidate:2a670286f545beb2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-04-09_09_08.gpx,菊ヶ森・餓鬼ヶ森,NaN,NaN,,,,914,,NaN,久万高原町,久万高原町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
228,餓鬼ヶ森,v3_conflict_case,3,summit-candidate:2a670286f545beb2,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-04-09_09_08.gpx,菊ヶ森・餓鬼ヶ森,NaN,NaN,,,,954,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
230,木久ヶ森,v3_conflict_case,1,summit-candidate:9669b668bebfc145,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-04-18_10_53.gpx,黒滝山・木久ヶ森,NaN,NaN,,,,752,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
231,黒滝山,v3_conflict_case,1,summit-candidate:9669b668bebfc145,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-04-18_10_53.gpx,黒滝山・木久ヶ森,NaN,NaN,,,,809,,NaN,西条市,西条市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
232,奥之城山,v3_conflict_case,3,summit-candidate:0ec3be2fa2295b82,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-03-03_10_47.gpx,奥之城山・ヌタノサコ,NaN,NaN,,,,420,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
233,天狗岳,v3_conflict_case,1,summit-candidate:3b98b67bbe0fe0f9,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-05-22_08_09.gpx,石鎚山・天狗岳・南尖峰,NaN,NaN,,,,1982,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
234,石鎚山,v3_conflict_case,7,summit-candidate:19713e48698f3e2a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2025-09-07_08_00.gpx,鶴ノ子ノ頭・石鎚山,NaN,NaN,,,,1972,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
235,善神山,v3_conflict_case,1,summit-candidate:367897a1c7a2d287,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-05-27_09_55.gpx,前善神山・善神山,NaN,NaN,,,,1094,,NaN,東温市,東温市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
236,前善神山,v3_conflict_case,1,summit-candidate:367897a1c7a2d287,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-05-27_09_55.gpx,前善神山・善神山,NaN,NaN,,,,1070,,NaN,東温市,東温市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
237,五葉が森,v3_conflict_case,2,summit-candidate:1d3eb619bd125bfd,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-06-11_11_57.gpx,五葉が森,NaN,NaN,,,,841,,NaN,今治市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;near_tie_candidates_for_mountain,
238,冠岳,v3_conflict_case,4,summit-candidate:846b096132c533d6,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-07-02_07_43.gpx,石鎚山・西ノ冠岳・面河の頭・二ノ森・鞍瀬ノ頭,NaN,NaN,,,,1380,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
239,東赤石山,v3_conflict_case,4,summit-candidate:2b7cce23b57844a5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,NaN,NaN,,,,1710,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
240,八巻山,v3_conflict_case,4,summit-candidate:2b7cce23b57844a5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-10-08_06_12.gpx,東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山,NaN,NaN,,,,1698,,NaN,新居浜市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
241,ベツソ山,v3_conflict_case,1,summit-candidate:dba931625b34d9ac,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-10-13_10_02.gpx,ベツソ山・歯朶谷山,NaN,NaN,,,,266,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
242,歯朶谷山,v3_conflict_case,1,summit-candidate:dba931625b34d9ac,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-10-13_10_02.gpx,ベツソ山・歯朶谷山,NaN,NaN,,,,314,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
243,丸山,v3_conflict_case,6,summit-candidate:2670057d58a25475,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-10-14_07_53.gpx,丸山,NaN,NaN,,,,624,,,,今治市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
244,二ノ岳,v3_conflict_case,3,summit-candidate:5771cdd191c3861d,0.55,low,v3_conflict_case,fallback_name_only_review,yamap_2023-10-22_06_44.gpx,二ノ岳・高森,NaN,NaN,,,,1156,,NaN,久万高原町,西条市,compatible,strong,,,,true,municipality_mismatch;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
245,高森,v3_conflict_case,12,summit-candidate:428f403ddcc5a31a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2026-02-22_07_32.gpx,高森山・町木山・寒台山・鎧掛山,NaN,NaN,,,,1360,,NaN,久万高原町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
246,四辻ノ森,v3_conflict_case,5,summit-candidate:05f8527418663d3a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,NaN,NaN,,,,1201,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
247,三光ノ辻山,v3_conflict_case,5,summit-candidate:05f8527418663d3a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-11_07_17.gpx,四辻ノ森・三光ノ辻山,NaN,NaN,,,,1215,,,,久万高原町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
248,瀬戸黒森,v3_conflict_case,5,summit-candidate:290abf917754fd0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,NaN,NaN,,,,976,,NaN,愛南町,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
249,羽子山,v3_conflict_case,5,summit-candidate:290abf917754fd0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,NaN,NaN,,,,730,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
250,観音森,v3_conflict_case,5,summit-candidate:290abf917754fd0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,NaN,NaN,,,,779,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
251,三森,v3_conflict_case,5,summit-candidate:290abf917754fd0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-11-19_06_46.gpx,瀬戸黒森・三森・羽子山・観音森,NaN,NaN,,,,867,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
252,総津権現山,v3_conflict_case,1,summit-candidate:f108570a8e33ce90,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-12-17_07_11.gpx,総津権現山,NaN,NaN,,,,440,,,,砥部町,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
254,平岡山(平岡城址),v3_conflict_case,1,summit-candidate:1d97e1955af85092,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2023-12-17_10_30.gpx,平岡山(平岡城址) ,NaN,NaN,,,,414,,NaN,伊予市,伊予市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
255,竜門山,v3_conflict_case,2,summit-candidate:64a47ed9c06f56d5,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-01-14_10_18.gpx,竜門山・大黒山,NaN,NaN,,,,439,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
256,大黒山,v3_conflict_case,6,summit-candidate:282882317c3aab0b,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,NaN,NaN,,,,321,,NaN,西条市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
263,権現山,v3_conflict_case,22,summit-candidate:2c817617699a0a45,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-02-06_08_26.gpx,谷上山・権現山・白滝山・障子山,NaN,NaN,,,,489,,,,,unknown,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
264,大黒山,v3_conflict_case,6,summit-candidate:19baf3ce30f8991a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,NaN,NaN,,,,1106,,NaN,宇和島市,宇和島市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
265,譲ヶ葉森,v3_conflict_case,4,summit-candidate:19baf3ce30f8991a,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-17_05_38.gpx,大黒山・譲ヶ葉森,NaN,NaN,,,,1016,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
266,郭公岳,v3_conflict_case,5,summit-candidate:3853fbbba7330ec4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,NaN,NaN,,,,1010,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
267,東高月山,v3_conflict_case,5,summit-candidate:3853fbbba7330ec4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,NaN,NaN,,,,1181,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
268,高月山,v3_conflict_case,5,summit-candidate:3853fbbba7330ec4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,NaN,NaN,,,,1229,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
269,櫨ヶ森,v3_conflict_case,5,summit-candidate:3853fbbba7330ec4,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-02-24_07_06.gpx,高月山・東高月山・郭公岳・櫨ヶ森・毛山,NaN,NaN,,,,1064,,NaN,宇和島市,,unknown,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
270,毛山,v3_conflict_case,10,summit-candidate:27c1036d4aa2230e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2022-04-08_09_33.gpx,鬼ヶ城山・大久保山・八面山・三本杭・横ノ森・小屋ヶ森・毛山,NaN,NaN,,,,1089,,,,宇和島市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
275,夫婦山,v3_conflict_case,7,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,387,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
276,白山,v3_conflict_case,7,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,327,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
277,観音山,v3_conflict_case,11,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,360,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
278,国見山,v3_conflict_case,7,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,380,,,,松山市,compatible,strong,,,,true,grounding_missing;missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
279,城山,v3_conflict_case,28,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,244,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
280,御勧請山,v3_conflict_case,7,summit-candidate:0022a746b396d4c7,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-10_07_12.gpx,夫婦山・白山・観音山・国見山・城山・御勧請山,NaN,NaN,,,,327,,NaN,松山市,松山市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
281,トギ,v3_conflict_case,2,summit-candidate:b49681fa67b2b53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,NaN,NaN,,,,391,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
282,張木山,v3_conflict_case,2,summit-candidate:b49681fa67b2b53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,NaN,NaN,,,,468,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
283,高手山,v3_conflict_case,2,summit-candidate:b49681fa67b2b53e,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-16_09_21.gpx,トギ・張木山・高手山,NaN,NaN,,,,381,,NaN,大洲市,大洲市,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate;near_tie_candidates_for_mountain,
285,御祝山,v3_conflict_case,2,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,999,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
286,横ノ森,v3_conflict_case,7,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,1200,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
287,小屋ヶ森,v3_conflict_case,7,summit-candidate:9186201ca03b041d,0.65,medium,v3_conflict_case,fallback_name_municipality,yamap_2024-03-30_07_11.gpx,御祝山・横ノ森・小屋ヶ森・串ヶ森・目黒鳥屋・長尾森,NaN,NaN,,,,1184,,NaN,松野町,松野町,compatible,strong,,,,true,missing_csv_coordinate;timezone_ambiguity;multiple_mountains_for_candidate,
