mountain_no,mountain_name,suggested_summit_candidate_id,suggested_candidate_score,suggested_candidate_confidence,suggested_location_stability_bucket,suggested_municipality_relation,suggested_candidate_municipality,source_mountain_municipality,accepted_summit_candidate_id,decision_status,decision_reason,reviewer_notes,needs_followup,map_checked,packet_path,top3_candidate_ids,conflict_group_ids,created_from_stage
408,笠成山,summit-candidate:81081ef1b6e58a79,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,砥部町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0239_yamap_2025-04-14_05_56.md,summit-candidate:81081ef1b6e58a79|summit-candidate:07834c521328cc1d|summit-candidate:0a765b89058b256b,gpx_group_0239|summit_candidate_0341|summit_candidate_0137|summit_candidate_0188|mountain_408,location_stability_review_packets
409,小屋山,summit-candidate:422a9e74717ca96d,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0091_yamap_2025-04-19_07_10.md,summit-candidate:422a9e74717ca96d|summit-candidate:0cc9c1186612ceaa|summit-candidate:01f601a63b1874f6,gpx_group_0091|summit_candidate_0104|summit_candidate_0403|summit_candidate_0428|mountain_409,location_stability_review_packets
410,丸石山,summit-candidate:422a9e74717ca96d,0.62,medium,location_uncertain_keep,candidate_boundary_ambiguous,,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0091_yamap_2025-04-19_07_10.md,summit-candidate:422a9e74717ca96d|summit-candidate:0cc9c1186612ceaa|summit-candidate:01f601a63b1874f6,gpx_group_0091|summit_candidate_0104|summit_candidate_0403|summit_candidate_0428|mountain_410,location_stability_review_packets
411,野地峰,summit-candidate:17a471cc45af2c05,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0095_yamap_2025-04-27_06_23.md,summit-candidate:17a471cc45af2c05|summit-candidate:8326f30918c16cbe|summit-candidate:53bf856dccad5eab,gpx_group_0095|summit_candidate_0101|summit_candidate_0392|summit_candidate_0143|mountain_411,location_stability_review_packets
412,黒岩山,summit-candidate:e93bba1998d4efb5,0.68,medium,location_uncertain_keep,candidate_outside_prefecture,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0095_yamap_2025-04-27_06_23.md,summit-candidate:e93bba1998d4efb5|summit-candidate:53bf856dccad5eab|summit-candidate:8326f30918c16cbe,gpx_group_0095|summit_candidate_0315|summit_candidate_0143|summit_candidate_0392|mountain_412,location_stability_review_packets
413,大野山,summit-candidate:53bf856dccad5eab,0.73,medium,boundary_plausible,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0095_yamap_2025-04-27_06_23.md,summit-candidate:53bf856dccad5eab|summit-candidate:8326f30918c16cbe|summit-candidate:e93bba1998d4efb5,gpx_group_0095|summit_candidate_0143|summit_candidate_0392|summit_candidate_0315|mountain_413,location_stability_review_packets
414,水なし山,summit-candidate:403c0894babcf279,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0090_yamap_2025-06-21_08_53.md,summit-candidate:403c0894babcf279|summit-candidate:6ff5d266707ae664|summit-candidate:8917a066a1c03aeb,gpx_group_0090|summit_candidate_0103|summit_candidate_0409|summit_candidate_0393|mountain_414,location_stability_review_packets
415,貝渚山,summit-candidate:403c0894babcf279,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0090_yamap_2025-06-21_08_53.md,summit-candidate:403c0894babcf279|summit-candidate:6ff5d266707ae664|summit-candidate:8917a066a1c03aeb,gpx_group_0090|summit_candidate_0103|summit_candidate_0409|summit_candidate_0393|mountain_415,location_stability_review_packets
416,谷崎山,summit-candidate:0d157ed871f76807,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西条市,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0219_yamap_2025-07-06_07_10.md,summit-candidate:0d157ed871f76807|summit-candidate:e79e77da4bfd1f13|summit-candidate:20f1c44b99e3d708,gpx_group_0219|summit_candidate_0191|summit_candidate_0245|summit_candidate_0193|mountain_416,location_stability_review_packets
417,東黒森,summit-candidate:20f1c44b99e3d708,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0264_yamap_2025-07-06_09_43.md,summit-candidate:20f1c44b99e3d708|summit-candidate:0d157ed871f76807|summit-candidate:e79e77da4bfd1f13,gpx_group_0264|summit_candidate_0193|summit_candidate_0191|summit_candidate_0245|mountain_417,location_stability_review_packets
418,伊吹山,summit-candidate:e79e77da4bfd1f13,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0259_yamap_2025-07-06_12_03.md,summit-candidate:e79e77da4bfd1f13|summit-candidate:0d157ed871f76807|summit-candidate:20f1c44b99e3d708,gpx_group_0259|summit_candidate_0245|summit_candidate_0191|summit_candidate_0193|mountain_418,location_stability_review_packets
419,小牛城,summit-candidate:ba78489e4d448645,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0226_yamap_2025-08-15_10_51.md,summit-candidate:ba78489e4d448645|summit-candidate:1c085703f9a891aa|summit-candidate:00dfcd8bd36a1f00,gpx_group_0226|summit_candidate_0298|summit_candidate_0130|summit_candidate_0158|mountain_419,location_stability_review_packets
420,正木ノ森,summit-candidate:1c085703f9a891aa,0.85,medium,boundary_plausible,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0231_yamap_2025-08-15_12_44.md,summit-candidate:1c085703f9a891aa|summit-candidate:00dfcd8bd36a1f00|summit-candidate:ba78489e4d448645,gpx_group_0231|summit_candidate_0130|summit_candidate_0158|summit_candidate_0298|mountain_420,location_stability_review_packets
421,五段城,summit-candidate:00dfcd8bd36a1f00,0.78,medium,location_uncertain_keep,non_adjacent_municipality,久万高原町,四国中央市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0253_yamap_2025-08-15_11_47.md,summit-candidate:00dfcd8bd36a1f00|summit-candidate:1c085703f9a891aa|summit-candidate:54dc6f5d29d60052,gpx_group_0253|summit_candidate_0158|summit_candidate_0130|summit_candidate_0267|mountain_421,location_stability_review_packets
422,天狗ノ森,summit-candidate:54dc6f5d29d60052,0.68,medium,location_uncertain_keep,candidate_outside_prefecture,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0255_yamap_2025-08-15_09_21.md,summit-candidate:54dc6f5d29d60052|summit-candidate:1c085703f9a891aa|summit-candidate:00dfcd8bd36a1f00,gpx_group_0255|summit_candidate_0267|summit_candidate_0130|summit_candidate_0158|mountain_422,location_stability_review_packets
423,鶴ノ子ノ頭,summit-candidate:65906dbbd6e5b747,0.69,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0260_yamap_2025-09-07_08_00.md,summit-candidate:65906dbbd6e5b747|summit-candidate:19713e48698f3e2a|summit-candidate:d13554ef3debca9d,gpx_group_0260|summit_candidate_0337|summit_candidate_0161|summit_candidate_0380|mountain_423,location_stability_review_packets
424,千秋寺山,summit-candidate:084fa7c9e55252dc,0.5,low,location_strong_match,same_municipality,松山市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0050_yamap_2026-03-11_10_35.md,summit-candidate:084fa7c9e55252dc|summit-candidate:3259dfe3d9ce60c5|summit-candidate:ac7a1ebef52ea30c,gpx_group_0050|summit_candidate_0017|summit_candidate_0048|summit_candidate_0176|mountain_424,location_stability_review_packets
425,黒川山,summit-candidate:6b97922a3935a9a5,0.79,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0104_yamap_2025-09-21_08_53.md,summit-candidate:6b97922a3935a9a5|summit-candidate:56e8244e578a141a|summit-candidate:109bc31ba8b3aa15,gpx_group_0104|summit_candidate_0168|summit_candidate_0388|summit_candidate_0078|mountain_425,location_stability_review_packets
426,前社ヶ森,summit-candidate:109bc31ba8b3aa15,0.73,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0104_yamap_2025-09-21_08_53.md,summit-candidate:109bc31ba8b3aa15|summit-candidate:56e8244e578a141a|summit-candidate:6b97922a3935a9a5,gpx_group_0104|summit_candidate_0078|summit_candidate_0388|summit_candidate_0168|mountain_426,location_stability_review_packets
427,剣山,summit-candidate:109bc31ba8b3aa15,0.85,medium,location_strong_match,same_municipality,西条市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0104_yamap_2025-09-21_08_53.md,summit-candidate:109bc31ba8b3aa15|summit-candidate:56e8244e578a141a|summit-candidate:6b97922a3935a9a5,gpx_group_0104|summit_candidate_0078|summit_candidate_0388|summit_candidate_0168|mountain_427,location_stability_review_packets
428,東光森山,summit-candidate:6358c7fb40ce841e,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0080_yamap_2025-09-27_06_52.md,summit-candidate:6358c7fb40ce841e|summit-candidate:accbb6cf4fee8a2f|summit-candidate:4b66146264e5e167,gpx_group_0080|summit_candidate_0336|summit_candidate_0442|summit_candidate_0432|mountain_428,location_stability_review_packets
429,別子山,summit-candidate:69652a1c97f3b2eb,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0080_yamap_2025-09-27_06_52.md,summit-candidate:69652a1c97f3b2eb|summit-candidate:4b66146264e5e167|summit-candidate:accbb6cf4fee8a2f,gpx_group_0080|summit_candidate_0107|summit_candidate_0432|summit_candidate_0442|mountain_429,location_stability_review_packets
430,三ッ森山,summit-candidate:8f124a2a1de32654,0.85,medium,boundary_plausible,adjacent_municipality,新居浜市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0192_yamap_2025-10-05_08_42.md,summit-candidate:8f124a2a1de32654|summit-candidate:b2662116bd1858b6|summit-candidate:057580d1c60049b6,gpx_group_0192|summit_candidate_0280|summit_candidate_0444|summit_candidate_0014|mountain_430,location_stability_review_packets
431,大座礼山,summit-candidate:20557338e1ab5de6,0.68,medium,location_uncertain_keep,candidate_outside_prefecture,,新居浜市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0192_yamap_2025-10-05_08_42.md,summit-candidate:20557338e1ab5de6|summit-candidate:8f124a2a1de32654|summit-candidate:b2662116bd1858b6,gpx_group_0192|summit_candidate_0327|summit_candidate_0280|summit_candidate_0444|mountain_431,location_stability_review_packets
432,三つ足山,summit-candidate:565ba3761956d9b3,0.79,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0087_yamap_2025-10-11_06_24.md,summit-candidate:565ba3761956d9b3|summit-candidate:a80dd0489247a839|summit-candidate:db51ae1b2be57eea,gpx_group_0087|summit_candidate_0010|summit_candidate_0395|summit_candidate_0121|mountain_432,location_stability_review_packets
433,大森山,summit-candidate:565ba3761956d9b3,0.85,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0087_yamap_2025-10-11_06_24.md,summit-candidate:565ba3761956d9b3|summit-candidate:a80dd0489247a839|summit-candidate:19ab381ef6c337af,gpx_group_0087|summit_candidate_0010|summit_candidate_0395|summit_candidate_0117|mountain_433,location_stability_review_packets
434,佐々連尾山,summit-candidate:565ba3761956d9b3,0.79,medium,location_uncertain_keep,non_adjacent_municipality,四国中央市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0087_yamap_2025-10-11_06_24.md,summit-candidate:565ba3761956d9b3|summit-candidate:a80dd0489247a839|summit-candidate:53bf856dccad5eab,gpx_group_0087|summit_candidate_0010|summit_candidate_0395|summit_candidate_0143|mountain_434,location_stability_review_packets
435,東ノ冠岳,summit-candidate:b73a23fa4b3abc39,0.6,low,adjacent_but_deep_inside,adjacent_municipality,久万高原町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0084_yamap_2023-09-06_13_30.md,summit-candidate:b73a23fa4b3abc39|summit-candidate:fe43b0b6aa90cb8f|summit-candidate:bca203164e26ce6a,gpx_group_0084|summit_candidate_0096|summit_candidate_0136|summit_candidate_0419|mountain_435,location_stability_review_packets
436,大峰,summit-candidate:1946316119cd7251,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,伊方町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0175_yamap_2025-10-23_15_58.md,summit-candidate:1946316119cd7251|summit-candidate:f3bf8b21a01f29ef|summit-candidate:6756239601754708,gpx_group_0175|summit_candidate_0257|summit_candidate_0249|summit_candidate_0070|mountain_436,location_stability_review_packets
437,堂堂山,summit-candidate:f3bf8b21a01f29ef,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,伊方町,西予市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0176_yamap_2025-10-23_16_38.md,summit-candidate:f3bf8b21a01f29ef|summit-candidate:1946316119cd7251|summit-candidate:da46e12c02d47edf,gpx_group_0176|summit_candidate_0249|summit_candidate_0257|summit_candidate_0310|mountain_437,location_stability_review_packets
438,堂所山,summit-candidate:192b785fe79890e5,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,西予市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0227_yamap_2025-10-26_11_45.md,summit-candidate:192b785fe79890e5|summit-candidate:d71483d289d0c575|summit-candidate:5f3f2f47d84464c4,gpx_group_0227|summit_candidate_0325|summit_candidate_0154|summit_candidate_0036|mountain_438,location_stability_review_packets
439,天満山,summit-candidate:69652a1c97f3b2eb,0.4,low,location_uncertain_keep,candidate_boundary_ambiguous,,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0080_yamap_2025-09-27_06_52.md,summit-candidate:69652a1c97f3b2eb|summit-candidate:09c1602c02ce7f78|summit-candidate:1c085703f9a891aa,gpx_group_0080|summit_candidate_0107|summit_candidate_0381|summit_candidate_0130|mountain_439,location_stability_review_packets
440,霧立山,summit-candidate:b319c20dc9ecb5f1,0.79,medium,location_uncertain_keep,non_adjacent_municipality,鬼北町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0213_yamap_2025-12-06_08_06.md,summit-candidate:b319c20dc9ecb5f1|summit-candidate:9fe4d21715424f17|summit-candidate:7a53852cc6c3e971,gpx_group_0213|summit_candidate_0296|summit_candidate_0290|summit_candidate_0390|mountain_440,location_stability_review_packets
441,地蔵山,summit-candidate:9fe4d21715424f17,0.79,medium,location_uncertain_keep,non_adjacent_municipality,鬼北町,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0213_yamap_2025-12-06_08_06.md,summit-candidate:9fe4d21715424f17|summit-candidate:b319c20dc9ecb5f1|summit-candidate:6198ad7009d86ec2,gpx_group_0213|summit_candidate_0290|summit_candidate_0296|summit_candidate_0126|mountain_441,location_stability_review_packets
442,天道ヶ頭,summit-candidate:8d1f2bd134bed04d,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,今治市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0232_yamap_2025-12-10_11_40.md,summit-candidate:8d1f2bd134bed04d|summit-candidate:6b0155a434d72d79|summit-candidate:32c1cf967ab82dbe,gpx_group_0232|summit_candidate_0343|summit_candidate_0021|summit_candidate_0067|mountain_442,location_stability_review_packets
443,根太山,summit-candidate:b1bd2a482a691bd8,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,大洲市,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0153_yamap_2025-12-14_12_03.md,summit-candidate:b1bd2a482a691bd8|summit-candidate:6b62cbb916ef874d|summit-candidate:d663a75e24f23530,gpx_group_0153|summit_candidate_0229|summit_candidate_0086|summit_candidate_0425|mountain_443,location_stability_review_packets
444,紅葉山,summit-candidate:6b62cbb916ef874d,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0033_yamap_2025-12-14_08_56.md,summit-candidate:6b62cbb916ef874d|summit-candidate:d663a75e24f23530|summit-candidate:b1bd2a482a691bd8,gpx_group_0033|summit_candidate_0086|summit_candidate_0425|summit_candidate_0229|mountain_444,location_stability_review_packets
445,梁瀬山,summit-candidate:6b62cbb916ef874d,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0033_yamap_2025-12-14_08_56.md,summit-candidate:6b62cbb916ef874d|summit-candidate:d663a75e24f23530|summit-candidate:b1bd2a482a691bd8,gpx_group_0033|summit_candidate_0086|summit_candidate_0425|summit_candidate_0229|mountain_445,location_stability_review_packets
446,池ノ城山,summit-candidate:f028aab45221cee6,0.79,medium,location_strong_match,same_municipality,内子町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0063_yamap_2025-12-20_07_28.md,summit-candidate:f028aab45221cee6|summit-candidate:9cc74b44e1289236|summit-candidate:c8607e1f03bb5db1,gpx_group_0063|summit_candidate_0115|summit_candidate_0368|summit_candidate_0369|mountain_446,location_stability_review_packets
447,峠ヶ森,summit-candidate:e7b64a377534c79e,0.79,medium,location_strong_match,same_municipality,宇和島市,宇和島市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0193_yamap_2026-01-04_11_16.md,summit-candidate:e7b64a377534c79e|summit-candidate:730e21bca5cdf60d|summit-candidate:23c112538ef91e0d,gpx_group_0193|summit_candidate_0314|summit_candidate_0276|summit_candidate_0029|mountain_447,location_stability_review_packets
448,雨森山,summit-candidate:730e21bca5cdf60d,0.79,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0166_yamap_2026-01-04_08_20.md,summit-candidate:730e21bca5cdf60d|summit-candidate:e7b64a377534c79e|summit-candidate:e55456349660bd14,gpx_group_0166|summit_candidate_0276|summit_candidate_0314|summit_candidate_0244|mountain_448,location_stability_review_packets
449,御在所山,summit-candidate:17c3649ad9b147ce,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0088_yamap_2026-01-07_07_05.md,summit-candidate:17c3649ad9b147ce|summit-candidate:a271a6c73ad11b69|summit-candidate:61f36127d879648f,gpx_group_0088|summit_candidate_0045|summit_candidate_0222|summit_candidate_0270|mountain_449,location_stability_review_packets
450,高雄山,summit-candidate:a271a6c73ad11b69,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0159_yamap_2026-01-07_09_14.md,summit-candidate:a271a6c73ad11b69|summit-candidate:17c3649ad9b147ce|summit-candidate:2c1cbc474e49f1ec,gpx_group_0159|summit_candidate_0222|summit_candidate_0045|summit_candidate_0164|mountain_450,location_stability_review_packets
451,陣が森岳,summit-candidate:1fd59e0e67624706,0.85,medium,boundary_plausible,adjacent_municipality,伊予市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0206_yamap_2026-01-11_10_38.md,summit-candidate:1fd59e0e67624706|summit-candidate:61304308f9a58d0d|summit-candidate:23316af255d30882,gpx_group_0206|summit_candidate_0192|summit_candidate_0269|summit_candidate_0371|mountain_451,location_stability_review_packets
452,黒岩岳,summit-candidate:61304308f9a58d0d,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,伊予市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0246_yamap_2026-01-11_07_50.md,summit-candidate:61304308f9a58d0d|summit-candidate:1fd59e0e67624706|summit-candidate:ce7fc6697696cde7,gpx_group_0246|summit_candidate_0269|summit_candidate_0192|summit_candidate_0400|mountain_452,location_stability_review_packets
453,大判山,summit-candidate:fa9a4432fbf76027,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,西予市,西条市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0247_yamap_2026-01-18_06_03.md,summit-candidate:fa9a4432fbf76027|summit-candidate:51c8bc6a368c422c|summit-candidate:5f31b84e049f61fa,gpx_group_0247|summit_candidate_0322|summit_candidate_0041|summit_candidate_0031|mountain_453,location_stability_review_packets
454,竜王の峰,summit-candidate:51c8bc6a368c422c,0.85,medium,adjacent_but_deep_inside,adjacent_municipality,西予市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0072_yamap_2026-01-18_09_11.md,summit-candidate:51c8bc6a368c422c|summit-candidate:fa9a4432fbf76027|summit-candidate:ef5127a689eaf48a,gpx_group_0072|summit_candidate_0041|summit_candidate_0322|summit_candidate_0076|mountain_454,location_stability_review_packets
455,船ヶ迫岳,summit-candidate:4a22801b12460992,0.73,medium,location_strong_match,same_municipality,内子町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0086_yamap_2026-01-25_07_43.md,summit-candidate:4a22801b12460992|summit-candidate:ce7fc6697696cde7|summit-candidate:9fe27d7d4a51aa70,gpx_group_0086|summit_candidate_0023|summit_candidate_0400|summit_candidate_0220|mountain_455,location_stability_review_packets
456,鎌倉山,summit-candidate:4a22801b12460992,0.85,medium,location_strong_match,same_municipality,内子町,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0086_yamap_2026-01-25_07_43.md,summit-candidate:4a22801b12460992|summit-candidate:ce7fc6697696cde7|summit-candidate:49147712961a83be,gpx_group_0086|summit_candidate_0023|summit_candidate_0400|summit_candidate_0165|mountain_456,location_stability_review_packets
457,槇ノ山,summit-candidate:f39b40bd0d9b0192,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0125_yamap_2026-01-31_07_40.md,summit-candidate:f39b40bd0d9b0192|summit-candidate:a9b00b48e0c94eab|summit-candidate:e55456349660bd14,gpx_group_0125|summit_candidate_0366|summit_candidate_0226|summit_candidate_0244|mountain_457,location_stability_review_packets
458,遠見山,summit-candidate:e55456349660bd14,0.85,medium,municipality_incompatible_strong,non_adjacent_municipality,宇和島市,今治市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0160_yamap_2026-01-31_10_49.md,summit-candidate:e55456349660bd14|summit-candidate:fcfb64bccceb89d4|summit-candidate:a9b00b48e0c94eab,gpx_group_0160|summit_candidate_0244|summit_candidate_0477|summit_candidate_0226|mountain_458,location_stability_review_packets
459,高森山,summit-candidate:a9b00b48e0c94eab,0.73,medium,location_uncertain_keep,non_adjacent_municipality,宇和島市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0194_yamap_2026-01-31_13_52.md,summit-candidate:a9b00b48e0c94eab|summit-candidate:19ab381ef6c337af|summit-candidate:5f31b84e049f61fa,gpx_group_0194|summit_candidate_0226|summit_candidate_0117|summit_candidate_0031|mountain_459,location_stability_review_packets
460,牛の峰,summit-candidate:bd8fda9e743f2008,0.79,medium,adjacent_but_deep_inside,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0116_yamap_2026-02-07_07_21.md,summit-candidate:bd8fda9e743f2008|summit-candidate:6adfa15b8dbd8966|summit-candidate:6b19d2116121b615,gpx_group_0116|summit_candidate_0178|summit_candidate_0146|summit_candidate_0167|mountain_460,location_stability_review_packets
461,尻高峰,summit-candidate:6adfa15b8dbd8966,0.67,medium,boundary_plausible,adjacent_municipality,大洲市,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0116_yamap_2026-02-07_07_21.md,summit-candidate:6adfa15b8dbd8966|summit-candidate:bd8fda9e743f2008|summit-candidate:6b19d2116121b615,gpx_group_0116|summit_candidate_0146|summit_candidate_0178|summit_candidate_0167|mountain_461,location_stability_review_packets
462,鞍掛山,summit-candidate:6b19d2116121b615,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0220_yamap_2026-02-07_11_17.md,summit-candidate:6b19d2116121b615|summit-candidate:6adfa15b8dbd8966|summit-candidate:bd8fda9e743f2008,gpx_group_0220|summit_candidate_0167|summit_candidate_0146|summit_candidate_0178|mountain_462,location_stability_review_packets
463,大畑山,summit-candidate:bb84b00f3a929195,0.68,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0167_yamap_2026-02-14_08_22.md,summit-candidate:bb84b00f3a929195|summit-candidate:6756239601754708|summit-candidate:6b19d2116121b615,gpx_group_0167|summit_candidate_0300|summit_candidate_0070|summit_candidate_0167|mountain_463,location_stability_review_packets
464,飯之山,summit-candidate:6756239601754708,0.73,medium,location_uncertain_keep,non_adjacent_municipality,八幡浜市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0012_yamap_2026-02-14_13_33.md,summit-candidate:6756239601754708|summit-candidate:bb84b00f3a929195|summit-candidate:35b464661fa62df9,gpx_group_0012|summit_candidate_0070|summit_candidate_0300|summit_candidate_0032|mountain_464,location_stability_review_packets
465,権現山,summit-candidate:6756239601754708,0.85,medium,location_uncertain_keep,non_adjacent_municipality,八幡浜市,松山市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0012_yamap_2026-02-14_13_33.md,summit-candidate:6756239601754708|summit-candidate:047b9599ec28c6ad|summit-candidate:c94d8d76133fda1a,gpx_group_0012|summit_candidate_0070|summit_candidate_0120|summit_candidate_0423|mountain_465,location_stability_review_packets
466,大森山,summit-candidate:b3cf76c035511afe,0.75,medium,location_uncertain_keep,candidate_boundary_ambiguous,,内子町,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0209_yamap_2026-02-22_06_23.md,summit-candidate:b3cf76c035511afe|summit-candidate:19ab381ef6c337af|summit-candidate:5f31b84e049f61fa,gpx_group_0209|summit_candidate_0297|summit_candidate_0117|summit_candidate_0031|mountain_466,location_stability_review_packets
467,高森山,summit-candidate:f55ffb534aa2ae4c,0.85,medium,location_strong_match,same_municipality,大洲市,大洲市,,pending_review,,,false,false,location_stability_review_packets/gpx_groups/gpx_group_0006_yamap_2026-02-22_07_32.md,summit-candidate:f55ffb534aa2ae4c|summit-candidate:5f31b84e049f61fa|summit-candidate:19ab381ef6c337af,gpx_group_0006|summit_candidate_0060|summit_candidate_0031|summit_candidate_0117|mountain_467,location_stability_review_packets
