mountain_no,mountain_name,candidate_count,top_summit_candidate_id,top_score,top_confidence,top_track_name,top_source_gpx_basename,candidate_center_municipality,mountain_source_municipality,candidate_municipality_stability,location_stability_bucket,municipality_relation,center_distance_to_boundary_m,all_cardinal_1km_same,distance_stable_interior,location_stability_review_priority,review_reason_codes,notes
178,"土亀山",14,summit-candidate:5c9365b2a5a9c97f,0.7900,medium,"星岡山","yamap_2022-12-31_15_00.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2777.214,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=土亀山(#178); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.69; name_tier=strong; ele_diff=19.03m; loc=strong_overlap; act_conf=high"
179,"天山",19,summit-candidate:5c9365b2a5a9c97f,0.7900,medium,"星岡山","yamap_2022-12-31_15_00.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2777.214,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=天山(#179); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.69; name_tier=strong; ele_diff=18.03m; loc=strong_overlap; act_conf=high"
180,"東山",23,summit-candidate:2b7cce23b57844a5,0.5700,medium,"東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山","yamap_2022-10-08_06_12.gpx","","新居浜市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,4.478,false,false,high,"top_candidate_for_multiple_mountains","mountain=東山(#180); candidate=summit-candidate:2b7cce23b57844a5; track=""東山・西赤石山・物住頭・前赤石山・東赤石山・八巻山""; score=0.57; name_tier=strong; ele_diff=307.13m; loc=strong_overlap; act_conf=high"
181,"星岡山",21,summit-candidate:5c9365b2a5a9c97f,0.8500,medium,"星岡山","yamap_2022-12-31_15_00.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2777.214,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=星岡山(#181); candidate=summit-candidate:5c9365b2a5a9c97f; track=""星岡山""; score=0.75; name_tier=strong; ele_diff=5.97m; loc=strong_overlap; act_conf=high"
182,"河原樋山",18,summit-candidate:b1d864fd1fcc9dcb,0.7500,medium,"福見山・河原樋山・真松嶺・柿王寺森","yamap_2023-01-03_07_36.gpx","","松山市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,5.65,false,false,high,"top_1_but_ambiguous","mountain=河原樋山(#182); candidate=summit-candidate:b1d864fd1fcc9dcb; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=3.52m; loc=strong_overlap; act_conf=high"
183,"真松嶺",13,summit-candidate:74dd1729abbd7bb5,0.8500,medium,"福見山・河原樋山・真松嶺・柿王寺森","yamap_2023-01-03_07_36.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1908.122,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=真松嶺(#183); candidate=summit-candidate:74dd1729abbd7bb5; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=9.03m; loc=strong_overlap; act_conf=high"
184,"柿王寺森",14,summit-candidate:74dd1729abbd7bb5,0.8500,medium,"福見山・河原樋山・真松嶺・柿王寺森","yamap_2023-01-03_07_36.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1908.122,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=柿王寺森(#184); candidate=summit-candidate:74dd1729abbd7bb5; track=""福見山・河原樋山・真松嶺・柿王寺森""; score=0.75; name_tier=strong; ele_diff=6.03m; loc=strong_overlap; act_conf=high"
185,"岩子山",28,summit-candidate:45f49d8fd831427c,0.8500,medium,"岩子山・垣生山・津田山・弁天山","yamap_2023-01-06_11_33.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1321.517,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=岩子山(#185); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=0.22m; loc=strong_overlap; act_conf=high"
186,"垣生山",31,summit-candidate:45f49d8fd831427c,0.8500,medium,"岩子山・垣生山・津田山・弁天山","yamap_2023-01-06_11_33.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1321.517,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=垣生山(#186); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=7.22m; loc=strong_overlap; act_conf=high"
187,"津田山",26,summit-candidate:45f49d8fd831427c,0.8500,medium,"岩子山・垣生山・津田山・弁天山","yamap_2023-01-06_11_33.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1321.517,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=津田山(#187); candidate=summit-candidate:45f49d8fd831427c; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=0.78m; loc=strong_overlap; act_conf=high"
188,"弁天山",28,summit-candidate:8178723bbadb1c72,0.8500,medium,"岩子山・垣生山・津田山・弁天山","yamap_2023-01-06_11_33.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1174.769,true,true,high,"top_1_but_ambiguous","mountain=弁天山(#188); candidate=summit-candidate:8178723bbadb1c72; track=""岩子山・垣生山・津田山・弁天山""; score=0.75; name_tier=strong; ele_diff=6.33m; loc=strong_overlap; act_conf=high"
189,"権現山",43,summit-candidate:32bb5e7e1071e808,0.8500,medium,"権現山","yamap_2023-01-08_09_18.gpx","愛南町","愛南町",stable_cardinal_1km_same,location_strong_match,same_municipality,817.859,true,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=権現山(#189); candidate=summit-candidate:32bb5e7e1071e808; track=""権現山""; score=0.75; name_tier=strong; ele_diff=6.23m; loc=strong_overlap; act_conf=high"
190,"黒瀬山（黒瀬城址）",30,summit-candidate:8a7a47d167c1aba6,0.8500,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...","yamap_2023-01-08_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2057.587,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=黒瀬山（黒瀬城址）(#190); candidate=summit-candidate:8a7a47d167c1aba6; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=8.45m; loc=strong_overlap; act_conf=high"
191,"岡山（岡城址）",34,summit-candidate:8a7a47d167c1aba6,0.6150,low,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...","yamap_2023-01-08_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2057.587,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=岡山（岡城址）(#191); candidate=summit-candidate:8a7a47d167c1aba6; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.515; name_tier=weak; ele_diff=10.55m; loc=strong_overlap; act_conf=high"
192,"鉢ヶ森（鉢ヶ森城址）",27,summit-candidate:a660f8ef78c69ab0,0.8500,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...","yamap_2023-01-08_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2268.658,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=鉢ヶ森（鉢ヶ森城址）(#192); candidate=summit-candidate:a660f8ef78c69ab0; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=1.79m; loc=strong_overlap; act_conf=high"
193,"護摩ヶ森（護摩ヶ森城址）",39,summit-candidate:a5f51c62e44d0847,0.8500,medium,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...","yamap_2023-01-08_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2060.232,true,true,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=護摩ヶ森（護摩ヶ森城址）(#193); candidate=summit-candidate:a5f51c62e44d0847; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.75; name_tier=strong; ele_diff=0.6m; loc=strong_overlap; act_conf=high"
194,"我合山（我合城址）",31,summit-candidate:8a7a47d167c1aba6,0.6750,low,"黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...","yamap_2023-01-08_14_24.gpx","西予市","西予市",stable_interior,location_strong_match,same_municipality,2057.587,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=我合山（我合城址）(#194); candidate=summit-candidate:8a7a47d167c1aba6; track=""黒瀬山(黒瀬城址)・岡山(岡山城址)・鉢ヶ森(鉢ヶ森城址)・護摩ヶ森(護摩ヶ森城址)・我合山(...""; score=0.575; name_tier=weak; ele_diff=0.55m; loc=strong_overlap; act_conf=high"
195,"由良山",24,summit-candidate:8f19c4c16e72e270,0.7500,medium,"由良山","yamap_2023-01-10_10_30.gpx","","宇和島市",boundary_ambiguous,location_uncertain_keep,candidate_boundary_ambiguous,13.405,false,false,high,"top_1_but_ambiguous","mountain=由良山(#195); candidate=summit-candidate:8f19c4c16e72e270; track=""由良山""; score=0.75; name_tier=strong; ele_diff=5.6m; loc=strong_overlap; act_conf=high"
196,"大森山",35,summit-candidate:47129c06b82cf694,0.8500,medium,"石神山・金比羅山","yamap_2023-01-21_12_43.gpx","伊方町","伊方町",near_boundary,location_strong_match,same_municipality,709.035,false,false,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=大森山(#196); candidate=summit-candidate:47129c06b82cf694; track=""石神山・金比羅山""; score=0.75; name_tier=strong; ele_diff=4.11m; loc=strong_overlap; act_conf=high"
197,"見晴山",35,summit-candidate:47129c06b82cf694,0.6700,medium,"石神山・金比羅山","yamap_2023-01-21_12_43.gpx","伊方町","伊方町",near_boundary,location_strong_match,same_municipality,709.035,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=見晴山(#197); candidate=summit-candidate:47129c06b82cf694; track=""石神山・金比羅山""; score=0.57; name_tier=strong; ele_diff=99.89m; loc=strong_overlap; act_conf=high"
198,"権現山",62,summit-candidate:047b9599ec28c6ad,0.6800,medium,"権現山","yamap_2023-01-08_09_18.gpx","愛南町","伊方町",near_boundary,location_uncertain_keep,non_adjacent_municipality,735.811,false,false,high,"top_1_but_ambiguous","mountain=権現山(#198); candidate=summit-candidate:047b9599ec28c6ad; track=""権現山""; score=0.68; name_tier=strong; ele_diff=6.06m; loc=mismatch_warning; act_conf=high"
199,"遠見山",33,summit-candidate:47129c06b82cf694,0.6700,medium,"石神山・金比羅山","yamap_2023-01-21_12_43.gpx","伊方町","伊方町",near_boundary,location_strong_match,same_municipality,709.035,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=遠見山(#199); candidate=summit-candidate:47129c06b82cf694; track=""石神山・金比羅山""; score=0.57; name_tier=strong; ele_diff=165.11m; loc=strong_overlap; act_conf=high"
200,"石神山",27,summit-candidate:47129c06b82cf694,0.8500,medium,"石神山・金比羅山","yamap_2023-01-21_12_43.gpx","伊方町","伊方町",near_boundary,location_strong_match,same_municipality,709.035,false,false,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=石神山(#200); candidate=summit-candidate:47129c06b82cf694; track=""石神山・金比羅山""; score=0.75; name_tier=strong; ele_diff=7.89m; loc=strong_overlap; act_conf=high"
201,"金比羅山",22,summit-candidate:c6ced2088a2376f5,0.7900,medium,"石神山・金比羅山","yamap_2023-01-21_12_43.gpx","伊方町","伊方町",near_boundary,location_strong_match,same_municipality,697.708,false,false,medium,"top_1_but_ambiguous;priority_reduced_strong_match_mutual_top1","mountain=金比羅山(#201); candidate=summit-candidate:c6ced2088a2376f5; track=""石神山・金比羅山""; score=0.69; name_tier=strong; ele_diff=22.96m; loc=strong_overlap; act_conf=high"
202,"鳥越山",25,summit-candidate:5b7c833ac0535534,0.8500,medium,"鳥越山","yamap_2023-01-28_11_53.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2055.601,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=鳥越山(#202); candidate=summit-candidate:5b7c833ac0535534; track=""鳥越山""; score=0.75; name_tier=strong; ele_diff=0.08m; loc=strong_overlap; act_conf=high"
203,"谷田山",23,summit-candidate:5b7c833ac0535534,0.7900,medium,"鳥越山","yamap_2023-01-28_11_53.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2055.601,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=谷田山(#203); candidate=summit-candidate:5b7c833ac0535534; track=""鳥越山""; score=0.69; name_tier=strong; ele_diff=21.92m; loc=strong_overlap; act_conf=high"
204,"金毘羅山",15,summit-candidate:ab7edbc3a52d24bf,0.7900,medium,"谷田山・金毘羅山","yamap_2023-01-28_12_19.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,1632.831,true,true,high,"top_1_but_ambiguous","mountain=金毘羅山(#204); candidate=summit-candidate:ab7edbc3a52d24bf; track=""谷田山・金毘羅山""; score=0.69; name_tier=strong; ele_diff=17.71m; loc=strong_overlap; act_conf=high"
205,"佐古田山",23,summit-candidate:5b7c833ac0535534,0.7900,medium,"鳥越山","yamap_2023-01-28_11_53.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2055.601,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=佐古田山(#205); candidate=summit-candidate:5b7c833ac0535534; track=""鳥越山""; score=0.69; name_tier=strong; ele_diff=22.92m; loc=strong_overlap; act_conf=high"
206,"古城山",28,summit-candidate:1432f597b5dca157,0.6700,medium,"古城山・尾崎山","yamap_2023-01-28_14_27.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2753.666,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=古城山(#206); candidate=summit-candidate:1432f597b5dca157; track=""古城山・尾崎山""; score=0.57; name_tier=strong; ele_diff=51.17m; loc=strong_overlap; act_conf=high"
207,"尾崎山",32,summit-candidate:1432f597b5dca157,0.8500,medium,"古城山・尾崎山","yamap_2023-01-28_14_27.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,2753.666,true,true,medium,"top_1_but_ambiguous;top_candidate_for_multiple_mountains;priority_reduced_strong_match_mutual_top1","mountain=尾崎山(#207); candidate=summit-candidate:1432f597b5dca157; track=""古城山・尾崎山""; score=0.75; name_tier=strong; ele_diff=6.83m; loc=strong_overlap; act_conf=high"
208,"宝ヶ峯",28,summit-candidate:079ae30d76fb11c2,0.8500,medium,"倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯","yamap_2022-03-13_09_49.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,3103.812,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=宝ヶ峯(#208); candidate=summit-candidate:079ae30d76fb11c2; track=""倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯""; score=0.75; name_tier=strong; ele_diff=3.15m; loc=strong_overlap; act_conf=high"
209,"淡路ヶ峠",30,summit-candidate:079ae30d76fb11c2,0.8500,medium,"倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯","yamap_2022-03-13_09_49.gpx","松山市","松山市",stable_interior,location_strong_match,same_municipality,3103.812,true,true,high,"top_1_but_ambiguous;top_candidate_for_multiple_mountains","mountain=淡路ヶ峠(#209); candidate=summit-candidate:079ae30d76fb11c2; track=""倉谷山・芝ヶ峠・淡路ヶ峠・宝ヶ峯""; score=0.75; name_tier=strong; ele_diff=7.85m; loc=strong_overlap; act_conf=high"
